Handle,Title,Body (HTML),Vendor,Standard Product Type,Custom Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Metafield: custom.aliexpress_url [single_line_text_field],Metafield: custom.cost_price [number_decimal],Status
the-avenue-quilted-leather-carrier,The Avenue Quilted Leather Carrier,"Refining the journey for the modern traveler, this airline-approved carrier combines avant-garde design with superior interior comfort. It provides a sanctuary of style that ensures your pet feels at home.

**Size & Fit:** Designed for a tailored silhouette. Please refer to our size guide to ensure the perfect fit for your companion's unique proportions.",Pawché,,The Getaway,"Pawché Luxury, Getaway, Wearable, Couture",TRUE,Size,One Size,,,,,3256812008063317,0,shopify,100,continue,manual,149.99,,TRUE,TRUE,,https://tmpfiles.org/dl/wQwEgfBWOwUJ/the-avenue-quilted-leather-carrier.png,1,The Avenue Quilted Leather Carrier - Pawché Luxury Pet Collection,FALSE,The Avenue Quilted Leather Carrier | Pawché Luxury Dog Lifestyle,"Refining the journey for the modern traveler, this airline-approved carrier combines avant-garde design with superior interior comfort. It provides a sanct...",Animals & Pet Supplies > Pet Supplies > Dog Supplies,https://www.aliexpress.us/item/3256812008063317.html,49.99,active
the-urban-nomad-shoulder-carrying-handbag,The Urban Nomad Shoulder Carrying Handbag,"This velvet and gold-accented carrier is the world's most stylish way to transport your small companion, ensuring they feel like royalty on every trip. A sanctuary of style for the jet-set pet.

**Size & Fit:** Designed for a tailored silhouette. Please refer to our size guide to ensure the perfect fit for your companion's unique proportions.",Pawché,,The Getaway,"Pawché Luxury, Getaway, Wearable, Couture",TRUE,Size,One Size,,,,,3256807062390478,0,shopify,100,continue,manual,57.63,,TRUE,TRUE,,https://tmpfiles.org/dl/wuwzgxBxOlLX/the-urban-nomad-shoulder-carrying-handbag.png,1,The Urban Nomad Shoulder Carrying Handbag - Pawché Luxury Pet Collection,FALSE,The Urban Nomad Shoulder Carrying Handbag | Pawché Luxury Dog Lifestyle,"This velvet and gold-accented carrier is the world's most stylish way to transport your small companion, ensuring they feel like royalty on every trip. A s...",Animals & Pet Supplies > Pet Supplies > Dog Supplies,https://www.aliexpress.us/item/3256807062390478.html,19.21,active
the-voyager-high-capacity-mesh-trekker,The Voyager High-Capacity Mesh Trekker,"This The Voyager High-Capacity Mesh Trekker is a singular addition to the The Getaway collection, offering unparalleled style and comfort. Truly a bespoke piece for the discerning pet.

**Size & Fit:** Designed for a tailored silhouette. Please refer to our size guide to ensure the perfect fit for your companion's unique proportions.",Pawché,,The Getaway,"Pawché Luxury, Getaway, Wearable, Couture",TRUE,Size,One Size,,,,,3256811827731740,0,shopify,100,continue,manual,76.71,,TRUE,TRUE,,https://tmpfiles.org/dl/w8wcgRBHOsnK/the-voyager-high-capacity-mesh-trekker.png,1,The Voyager High-Capacity Mesh Trekker - Pawché Luxury Pet Collection,FALSE,The Voyager High-Capacity Mesh Trekker | Pawché Luxury Dog Lifestyle,"This The Voyager High-Capacity Mesh Trekker is a singular addition to the The Getaway collection, offering unparalleled style and comfort. Truly a bespoke...",Animals & Pet Supplies > Pet Supplies > Dog Supplies,https://www.aliexpress.us/item/3256811827731740.html,25.57,active
the-grand-tour-expandable-rolling-suite,The Grand Tour Expandable Rolling Suite,"The Carrara Ceramic Dining Pavilion features marble-inspired finishes and a warm base, creating an epicurean station that is truly a work of art. A touch of Mediterranean elegance.",Pawché,,Bowls & Kitchen,"Pawché Luxury, Getaway, Wearable, Couture",TRUE,Size,One Size,,,,,3256805854968529,0,shopify,100,continue,manual,554.70,,TRUE,TRUE,,https://tmpfiles.org/dl/w4wmgnBNOjHM/the-grand-tour-expandable-rolling-suite.png,1,The Grand Tour Expandable Rolling Suite - Pawché Luxury Pet Collection,FALSE,The Grand Tour Expandable Rolling Suite | Pawché Luxury Dog Lifestyle,"The Carrara Ceramic Dining Pavilion features marble-inspired finishes and a warm base, creating an epicurean station that is truly a work of art. A touch o...",Animals & Pet Supplies > Pet Supplies > Dog Supplies,https://www.aliexpress.us/item/3256805854968529.html,184.9,active
the-jetsetter-eva-foldable-travel-suite,The Jetsetter EVA Foldable Travel Suite,"This matching set features high-end embroidery and a tailored fit, bringing the gap between the gala and the garden. A masterclass in modern, coordinated canine fashion.

**Size & Fit:** Designed for a tailored silhouette. Please refer to our size guide to ensure the perfect fit for your companion's unique proportions.",Pawché,,The Wardrobe,"Pawché Luxury, Getaway, Wearable, Couture",TRUE,Size,One Size,,,,,3256810497890737,0,shopify,100,continue,manual,104.49,,TRUE,TRUE,,https://tmpfiles.org/dl/wrwE6BAiSFXp/the-jetsetter-eva-foldable-travel-suite.png,1,The Jetsetter EVA Foldable Travel Suite - Pawché Luxury Pet Collection,FALSE,The Jetsetter EVA Foldable Travel Suite | Pawché Luxury Dog Lifestyle,"This matching set features high-end embroidery and a tailored fit, bringing the gap between the gala and the garden. A masterclass in modern, coordinated c...",Animals & Pet Supplies > Pet Supplies > Dog Supplies,https://www.aliexpress.us/item/3256810497890737.html,34.83,active
the-imperial-honey-agate-pearl-pendant,The Imperial Honey-Agate & Pearl Pendant,"An exquisite display of canine craftsmanship, this gala piece features shimmering details that evoke a sense of heritage and classic sophistication. Designed for the dog who demands to be the best-dressed.

**Size & Fit:** Designed for a tailored silhouette. Please refer to our size guide to ensure the perfect fit for your companion's unique proportions.",Pawché,,The Vault,"Pawché Luxury, Vault, Exclusive, Jewelry, High-End, New Arrivals",TRUE,Size,One Size,,,,,3256812081289314,0,shopify,100,continue,manual,59.52,,TRUE,TRUE,,https://tmpfiles.org/dl/wbwvg4BrOlTo/the-imperial-honey-agate-pearl-pendant.png,1,The Imperial Honey-Agate & Pearl Pendant - Pawché Luxury Pet Collection,FALSE,The Imperial Honey-Agate & Pearl Pendant | Pawché Luxury Dog Lifestyle,"An exquisite display of canine craftsmanship, this gala piece features shimmering details that evoke a sense of heritage and classic sophistication. Design...",Animals & Pet Supplies > Pet Supplies > Dog Supplies,https://www.aliexpress.us/item/3256812081289314.html,14.88,active
the-jade-freshwater-pearl-heirloom-set,The Jade & Freshwater Pearl Heirloom Set,"Softness becomes a sanctuary in this high-fashion piece, a masterclass in material selection and aesthetic. It provides a tactile indulgence for the companion who enjoys a sophisticated profile.

**Size & Fit:** Designed for a tailored silhouette. Please refer to our size guide to ensure the perfect fit for your companion's unique proportions.",Pawché,,The Wardrobe,"Pawché Luxury, Vault, Exclusive, Jewelry, High-End",TRUE,Size,One Size,,,,,3256807395918324,0,shopify,100,continue,manual,27.48,,TRUE,TRUE,,https://tmpfiles.org/dl/w6wRg0BfODdR/the-jade-freshwater-pearl-heirloom-set.png,1,The Jade & Freshwater Pearl Heirloom Set - Pawché Luxury Pet Collection,FALSE,The Jade & Freshwater Pearl Heirloom Set | Pawché Luxury Dog Lifestyle,"Softness becomes a sanctuary in this high-fashion piece, a masterclass in material selection and aesthetic. It provides a tactile indulgence for the compan...",Animals & Pet Supplies > Pet Supplies > Dog Supplies,https://www.aliexpress.us/item/3256807395918324.html,6.87,active
the-golden-bee-water-drop-jewelry-suite,The Golden Bee Water-Drop Jewelry Suite,"This rare crystal-encrusted piece is a radiant addition to any high-end collection, reflecting the light and the golden standard of Pawché. A singular piece that turns every walk into a celebrated event.

**Size & Fit:** Designed for a tailored silhouette. Please refer to our size guide to ensure the perfect fit for your companion's unique proportions.",Pawché,,The Vault,"Pawché Luxury, Vault, Exclusive, Jewelry, High-End",TRUE,Size,One Size,,,,,3256811686041834,0,shopify,100,continue,manual,55.92,,TRUE,TRUE,,https://tmpfiles.org/dl/wKwGg6BcOTo6/the-golden-bee-water-drop-jewelry-suite.png,1,The Golden Bee Water-Drop Jewelry Suite - Pawché Luxury Pet Collection,FALSE,The Golden Bee Water-Drop Jewelry Suite | Pawché Luxury Dog Lifestyle,"This rare crystal-encrusted piece is a radiant addition to any high-end collection, reflecting the light and the golden standard of Pawché. A singular piec...",Animals & Pet Supplies > Pet Supplies > Dog Supplies,https://www.aliexpress.us/item/3256811686041834.html,13.98,active
the-sterling-companion-keepsake-charm,The Sterling Companion Keepsake Charm,"This shimmering gold piece is a radiant addition to our exclusive 'The Vault' curated range, designed to highlight the natural elegance of your pet. Truly a rare piece for the dog who lives for luxury.

**Size & Fit:** Designed for a tailored silhouette. Please refer to our size guide to ensure the perfect fit for your companion's unique proportions.",Pawché,,The Vault,"Pawché Luxury, Vault, Exclusive, Jewelry, High-End",TRUE,Size,One Size,,,,,3256809392518306,0,shopify,100,continue,manual,29.99,,TRUE,TRUE,,https://tmpfiles.org/dl/wBwHgcBpOUJ7/the-sterling-companion-keepsake-charm.png,1,The Sterling Companion Keepsake Charm - Pawché Luxury Pet Collection,FALSE,The Sterling Companion Keepsake Charm | Pawché Luxury Dog Lifestyle,"This shimmering gold piece is a radiant addition to our exclusive 'The Vault' curated range, designed to highlight the natural elegance of your pet. Truly...",Animals & Pet Supplies > Pet Supplies > Dog Supplies,https://www.aliexpress.us/item/3256809392518306.html,0.99,active
the-butterfly-heart-sterling-bead-collection,The Butterfly & Heart Sterling Bead Collection,"This rare emerald-toned piece is a radiant addition from The Vault, designed to evoke a sense of royal heritage and timeless elegance. Truly a one-of-a-kind piece for the most exclusive companion.

**Size & Fit:** Designed for a tailored silhouette. Please refer to our size guide to ensure the perfect fit for your companion's unique proportions.",Pawché,,The Vault,"Pawché Luxury, Vault, Exclusive, Jewelry, High-End",TRUE,Size,One Size,,,,,3256811814370791,0,shopify,100,continue,manual,29.99,,TRUE,TRUE,,https://tmpfiles.org/dl/wzwGgJBaO75i/the-butterfly-heart-sterling-bead-collection.png,1,The Butterfly & Heart Sterling Bead Collection - Pawché Luxury Pet Collection,FALSE,The Butterfly & Heart Sterling Bead Collection | Pawché Luxury Dog Lifestyle,"This rare emerald-toned piece is a radiant addition from The Vault, designed to evoke a sense of royal heritage and timeless elegance. Truly a one-of-a-kin...",Animals & Pet Supplies > Pet Supplies > Dog Supplies,https://www.aliexpress.us/item/3256811814370791.html,0.99,active
the-parisian-elite-pendant-earring-set,The Parisian Elite Pendant & Earring Set,"This leopard-print inspired piece is a bold statement of canine fashion, featuring a tailored silhouette and an undeniably high-end feel. Designed for the dog who leads where others follow.

**Size & Fit:** Designed for a tailored silhouette. Please refer to our size guide to ensure the perfect fit for your companion's unique proportions.",Pawché,,The Wardrobe,"Pawché Luxury, Vault, Exclusive, Jewelry, High-End",TRUE,Size,One Size,,,,,3256809959892520,0,shopify,100,continue,manual,114.72,,TRUE,TRUE,,https://tmpfiles.org/dl/whwR6XA1S4yz/the-parisian-elite-pendant-earring-set.png,1,The Parisian Elite Pendant & Earring Set - Pawché Luxury Pet Collection,FALSE,The Parisian Elite Pendant & Earring Set | Pawché Luxury Dog Lifestyle,"This leopard-print inspired piece is a bold statement of canine fashion, featuring a tailored silhouette and an undeniably high-end feel. Designed for the...",Animals & Pet Supplies > Pet Supplies > Dog Supplies,https://www.aliexpress.us/item/3256809959892520.html,28.68,active
the-royal-wedding-diamond-style-jewelry-suite,The Royal Wedding Diamond-Style Jewelry Suite,"This rare amethyst-toned jewelry piece from The Vault is a radiant addition to any high-end collection, designed to shimmer and shine during every promenade. Truly a singular piece.

**Size & Fit:** Designed for a tailored silhouette. Please refer to our size guide to ensure the perfect fit for your companion's unique proportions.",Pawché,,The Vault,"Pawché Luxury, Vault, Exclusive, Jewelry, High-End",TRUE,Size,One Size,,,,,3256809950043807,0,shopify,100,continue,manual,114.24,,TRUE,TRUE,,https://tmpfiles.org/dl/wQwA66A7S2jX/the-royal-wedding-diamond-style-jewelry-suite.png,1,The Royal Wedding Diamond-Style Jewelry Suite - Pawché Luxury Pet Collection,FALSE,The Royal Wedding Diamond-Style Jewelry Suite | Pawché Luxury Dog Lifestyle,"This rare amethyst-toned jewelry piece from The Vault is a radiant addition to any high-end collection, designed to shimmer and shine during every promenad...",Animals & Pet Supplies > Pet Supplies > Dog Supplies,https://www.aliexpress.us/item/3256809950043807.html,28.56,active
the-chandelier-crystal-bridal-choker-set,The Chandelier Crystal Bridal Choker Set,"A masterclass in canine tailoring, this piece features intricate stitching and a silhouette that commands attention in any room. It is the ultimate statement for exclusive social engagements.

**Size & Fit:** Designed for a tailored silhouette. Please refer to our size guide to ensure the perfect fit for your companion's unique proportions.",Pawché,,The Wardrobe,"Pawché Luxury, Vault, Exclusive, Jewelry, High-End",TRUE,Size,One Size,,,,,3256804694021606,0,shopify,100,continue,manual,26.16,,TRUE,TRUE,,https://tmpfiles.org/dl/wcwG66AwSTvR/the-chandelier-crystal-bridal-choker-set.png,1,The Chandelier Crystal Bridal Choker Set - Pawché Luxury Pet Collection,FALSE,The Chandelier Crystal Bridal Choker Set | Pawché Luxury Dog Lifestyle,"A masterclass in canine tailoring, this piece features intricate stitching and a silhouette that commands attention in any room. It is the ultimate stateme...",Animals & Pet Supplies > Pet Supplies > Dog Supplies,https://www.aliexpress.us/item/3256804694021606.html,6.54,active
the-obsidian-emerald-6-row-grand-necklace,The Obsidian & Emerald 6-Row Grand Necklace,"This The Obsidian & Emerald 6-Row Grand Necklace is a singular addition to the The Vault collection, offering unparalleled style and comfort. Truly a bespoke piece for the discerning pet.

**Size & Fit:** Designed for a tailored silhouette. Please refer to our size guide to ensure the perfect fit for your companion's unique proportions.",Pawché,,The Vault,"Pawché Luxury, Vault, Exclusive, Jewelry, High-End",TRUE,Size,One Size,,,,,3256811397894849,0,shopify,100,continue,manual,121.72,,TRUE,TRUE,,https://tmpfiles.org/dl/w8w86RAQSZFc/the-obsidian-emerald-6-row-grand-necklace.png,1,The Obsidian & Emerald 6-Row Grand Necklace - Pawché Luxury Pet Collection,FALSE,The Obsidian & Emerald 6-Row Grand Necklace | Pawché Luxury Dog Lifestyle,"This The Obsidian & Emerald 6-Row Grand Necklace is a singular addition to the The Vault collection, offering unparalleled style and comfort. Truly a bespo...",Animals & Pet Supplies > Pet Supplies > Dog Supplies,https://www.aliexpress.us/item/3256811397894849.html,30.43,active
the-midnight-radiant-moissanite-solitaire,The Midnight Radiant Moissanite Solitaire,"This The Midnight Radiant Moissanite Solitaire is a singular addition to the The Vault collection, offering unparalleled style and comfort. Truly a bespoke piece for the discerning pet.

**Size & Fit:** Designed for a tailored silhouette. Please refer to our size guide to ensure the perfect fit for your companion's unique proportions.",Pawché,,The Vault,"Pawché Luxury, Vault, Exclusive, Jewelry, High-End",TRUE,Size,One Size,,,,,3256807375142177,0,shopify,100,continue,manual,25.60,,TRUE,TRUE,,https://tmpfiles.org/dl/wNwP6HAaSA32/the-midnight-radiant-moissanite-solitaire.png,1,The Midnight Radiant Moissanite Solitaire - Pawché Luxury Pet Collection,FALSE,The Midnight Radiant Moissanite Solitaire | Pawché Luxury Dog Lifestyle,"This The Midnight Radiant Moissanite Solitaire is a singular addition to the The Vault collection, offering unparalleled style and comfort. Truly a bespoke...",Animals & Pet Supplies > Pet Supplies > Dog Supplies,https://www.aliexpress.us/item/3256807375142177.html,6.4,active
the-tribal-opulence-multi-layer-statement-set,The Tribal Opulence Multi-Layer Statement Set,"This classic trench-inspired coat offers an iconic and sophisticated silhouette, perfect for the pet who appreciates the finer things. An essential acquisition for the new fashion season.

**Size & Fit:** Designed for a tailored silhouette. Please refer to our size guide to ensure the perfect fit for your companion's unique proportions.",Pawché,,The Wardrobe,"Pawché Luxury, Vault, Exclusive, Jewelry, High-End",TRUE,Size,One Size,,,,,3256805811061529,0,shopify,100,continue,manual,29.99,,TRUE,TRUE,,https://tmpfiles.org/dl/wlwo6kAQSVY1/the-tribal-opulence-multi-layer-statement-set.png,1,The Tribal Opulence Multi-Layer Statement Set - Pawché Luxury Pet Collection,FALSE,The Tribal Opulence Multi-Layer Statement Set | Pawché Luxury Dog Lifestyle,"This classic trench-inspired coat offers an iconic and sophisticated silhouette, perfect for the pet who appreciates the finer things. An essential acquisi...",Animals & Pet Supplies > Pet Supplies > Dog Supplies,https://www.aliexpress.us/item/3256805811061529.html,6.24,active
the-serenity-striped-velvet-orthopedic-mat,The Serenity Striped Velvet Orthopedic Mat,"Indulge in the tranquility of the night with this silk-lined sleep set, meticulously crafted to provide a sensory experience of pure restoration. The ultimate indulgence for beauty rest.",Pawché,,The Sleep Suite,"Pawché Luxury, Sleep Suite, Interior, Furniture, Living, New Arrivals",TRUE,Size,One Size,,,,,3256811773927610,0,shopify,100,continue,manual,62.97,,TRUE,TRUE,,https://tmpfiles.org/dl/w0we6nA9SFDx/the-serenity-striped-velvet-orthopedic-mat.png,1,The Serenity Striped Velvet Orthopedic Mat - Pawché Luxury Pet Collection,FALSE,The Serenity Striped Velvet Orthopedic Mat | Pawché Luxury Dog Lifestyle,"Indulge in the tranquility of the night with this silk-lined sleep set, meticulously crafted to provide a sensory experience of pure restoration. The ultim...",Animals & Pet Supplies > Pet Supplies > Dog Supplies,https://www.aliexpress.us/item/3256811773927610.html,20.99,active
the-cloud-cuddle-plush-deep-sleep-nest,The Cloud-Cuddle Plush Deep-Sleep Nest,"Experience the tranquil luxury of this silk-lined blanket, crafted from the finest materials to ensure a restorative and deep sleep. Its sophisticated textures provide a sanctuary of comfort.",Pawché,,The Sleep Suite,"Pawché Luxury, Sleep Suite, Interior, Furniture, Living",TRUE,Size,One Size,,,,,3256811986654805,0,shopify,100,continue,manual,48.75,,TRUE,TRUE,,https://tmpfiles.org/dl/wCwz60AGSe9G/the-cloud-cuddle-plush-deep-sleep-nest.png,1,The Cloud-Cuddle Plush Deep-Sleep Nest - Pawché Luxury Pet Collection,FALSE,The Cloud-Cuddle Plush Deep-Sleep Nest | Pawché Luxury Dog Lifestyle,"Experience the tranquil luxury of this silk-lined blanket, crafted from the finest materials to ensure a restorative and deep sleep. Its sophisticated text...",Animals & Pet Supplies > Pet Supplies > Dog Supplies,https://www.aliexpress.us/item/3256811986654805.html,16.25,active
the-zenith-super-soft-marshmallow-bed,The Zenith Super-Soft Marshmallow Bed,"This The Zenith Super-Soft Marshmallow Bed is a singular addition to the The Penthouse Suite collection, offering unparalleled style and comfort. Truly a bespoke piece for the discerning pet.",Pawché,,The Penthouse Suite,"Pawché Luxury, Sleep Suite, Interior, Furniture, Living",TRUE,Size,One Size,,,,,3256806229498796,0,shopify,100,continue,manual,29.99,,TRUE,TRUE,,https://tmpfiles.org/dl/wIw86yAxSuiq/the-zenith-super-soft-marshmallow-bed.png,1,The Zenith Super-Soft Marshmallow Bed - Pawché Luxury Pet Collection,FALSE,The Zenith Super-Soft Marshmallow Bed | Pawché Luxury Dog Lifestyle,"This The Zenith Super-Soft Marshmallow Bed is a singular addition to the The Penthouse Suite collection, offering unparalleled style and comfort. Truly a b...",Animals & Pet Supplies > Pet Supplies > Dog Supplies,https://www.aliexpress.us/item/3256806229498796.html,0.99,active
the-arctic-plush-winter-snuggle-nest,The Arctic Plush Winter Snuggle Nest,This plush sleep accessory provides a haven of softness for the most loyal companion. Its restorative design and high-fashion finish reimagines the lens of luxury for the bedroom.,Pawché,,The Sleep Suite,"Pawché Luxury, Sleep Suite, Interior, Furniture, Living",TRUE,Size,One Size,,,,,3256810161106003,0,shopify,100,continue,manual,29.99,,TRUE,TRUE,,https://tmpfiles.org/dl/w3wk6QAaS4Re/the-arctic-plush-winter-snuggle-nest.png,1,The Arctic Plush Winter Snuggle Nest - Pawché Luxury Pet Collection,FALSE,The Arctic Plush Winter Snuggle Nest | Pawché Luxury Dog Lifestyle,This plush sleep accessory provides a haven of softness for the most loyal companion. Its restorative design and high-fashion finish reimagines the lens of...,Animals & Pet Supplies > Pet Supplies > Dog Supplies,https://www.aliexpress.us/item/3256810161106003.html,7.37,active
the-hermitage-rabbit-fur-orthopedic-mattress,The Hermitage Rabbit-Fur Orthopedic Mattress,"This The Hermitage Rabbit-Fur Orthopedic Mattress is a singular addition to the The Penthouse Suite collection, offering unparalleled style and comfort. Truly a bespoke piece for the discerning pet.",Pawché,,The Penthouse Suite,"Pawché Luxury, Sleep Suite, Interior, Furniture, Living",TRUE,Size,One Size,,,,,3256810174982616,0,shopify,100,continue,manual,76.50,,TRUE,TRUE,,https://tmpfiles.org/dl/wvwj62AHSDIZ/the-hermitage-rabbit-fur-orthopedic-mattress.png,1,The Hermitage Rabbit-Fur Orthopedic Mattress - Pawché Luxury Pet Collection,FALSE,The Hermitage Rabbit-Fur Orthopedic Mattress | Pawché Luxury Dog Lifestyle,"This The Hermitage Rabbit-Fur Orthopedic Mattress is a singular addition to the The Penthouse Suite collection, offering unparalleled style and comfort. Tr...",Animals & Pet Supplies > Pet Supplies > Dog Supplies,https://www.aliexpress.us/item/3256810174982616.html,25.5,active
the-obsidian-non-slip-sofa-wellness-mat,The Obsidian Non-Slip Sofa Wellness Mat,"This The Obsidian Non-Slip Sofa Wellness Mat is a singular addition to the The Penthouse Suite collection, offering unparalleled style and comfort. Truly a bespoke piece for the discerning pet.",Pawché,,The Penthouse Suite,"Pawché Luxury, Sleep Suite, Interior, Furniture, Living",TRUE,Size,One Size,,,,,3256811764359722,0,shopify,100,continue,manual,90.27,,TRUE,TRUE,,https://tmpfiles.org/dl/wuws6wA8SIsc/the-obsidian-non-slip-sofa-wellness-mat.png,1,The Obsidian Non-Slip Sofa Wellness Mat - Pawché Luxury Pet Collection,FALSE,The Obsidian Non-Slip Sofa Wellness Mat | Pawché Luxury Dog Lifestyle,"This The Obsidian Non-Slip Sofa Wellness Mat is a singular addition to the The Penthouse Suite collection, offering unparalleled style and comfort. Truly a...",Animals & Pet Supplies > Pet Supplies > Dog Supplies,https://www.aliexpress.us/item/3256811764359722.html,30.09,active
the-regent-egg-sponge-orthopedic-suite,The Regent Egg-Sponge Orthopedic Suite,"The Cascade Stainless Hydration System offers a large-capacity reservoir and a sleek metallic finish. It provides a constant stream of pure, filtered luxury for the sophisticated home.",Pawché,,Bowls & Kitchen,"Pawché Luxury, Sleep Suite, Interior, Furniture, Living",TRUE,Size,One Size,,,,,3256809343617420,0,shopify,100,continue,manual,75.57,,TRUE,TRUE,,https://tmpfiles.org/dl/wXwp6uA1SUOI/the-regent-egg-sponge-orthopedic-suite.png,1,The Regent Egg-Sponge Orthopedic Suite - Pawché Luxury Pet Collection,FALSE,The Regent Egg-Sponge Orthopedic Suite | Pawché Luxury Dog Lifestyle,"The Cascade Stainless Hydration System offers a large-capacity reservoir and a sleek metallic finish. It provides a constant stream of pure, filtered luxur...",Animals & Pet Supplies > Pet Supplies > Dog Supplies,https://www.aliexpress.us/item/3256809343617420.html,25.19,active
the-onyx-bite-resistant-luxury-plush-bed,The Onyx Bite-Resistant Luxury Plush Bed,"This The Onyx Bite-Resistant Luxury Plush Bed is a singular addition to the The Penthouse Suite collection, offering unparalleled style and comfort. Truly a bespoke piece for the discerning pet.",Pawché,,The Penthouse Suite,"Pawché Luxury, Sleep Suite, Interior, Furniture, Living",TRUE,Size,One Size,,,,,3256808396746265,0,shopify,100,continue,manual,29.99,,TRUE,TRUE,,https://tmpfiles.org/dl/wCwP6uAaSxSC/the-onyx-bite-resistant-luxury-plush-bed.png,1,The Onyx Bite-Resistant Luxury Plush Bed - Pawché Luxury Pet Collection,FALSE,The Onyx Bite-Resistant Luxury Plush Bed | Pawché Luxury Dog Lifestyle,"This The Onyx Bite-Resistant Luxury Plush Bed is a singular addition to the The Penthouse Suite collection, offering unparalleled style and comfort. Truly...",Animals & Pet Supplies > Pet Supplies > Dog Supplies,https://www.aliexpress.us/item/3256808396746265.html,0.99,active
the-pavilion-elevated-all-season-daybed,The Pavilion Elevated All-Season Daybed,"This The Pavilion Elevated All-Season Daybed is a singular addition to the The Penthouse Suite collection, offering unparalleled style and comfort. Truly a bespoke piece for the discerning pet.",Pawché,,The Penthouse Suite,"Pawché Luxury, Sleep Suite, Interior, Furniture, Living",TRUE,Size,One Size,,,,,3256811611047735,0,shopify,100,continue,manual,270.69,,TRUE,TRUE,,https://tmpfiles.org/dl/wtwD6jA6SxCl/the-pavilion-elevated-all-season-daybed.png,1,The Pavilion Elevated All-Season Daybed - Pawché Luxury Pet Collection,FALSE,The Pavilion Elevated All-Season Daybed | Pawché Luxury Dog Lifestyle,"This The Pavilion Elevated All-Season Daybed is a singular addition to the The Penthouse Suite collection, offering unparalleled style and comfort. Truly a...",Animals & Pet Supplies > Pet Supplies > Dog Supplies,https://www.aliexpress.us/item/3256811611047735.html,90.23,active
the-nordic-rectangular-plush-sanctuary,The Nordic Rectangular Plush Sanctuary,"This The Nordic Rectangular Plush Sanctuary is a singular addition to the The Sleep Suite collection, offering unparalleled style and comfort. Truly a bespoke piece for the discerning pet.",Pawché,,The Sleep Suite,"Pawché Luxury, Sleep Suite, Interior, Furniture, Living",TRUE,Size,One Size,,,,,3256809339079368,0,shopify,100,continue,manual,55.68,,TRUE,TRUE,,https://tmpfiles.org/dl/wmwg6KACSG44/the-nordic-rectangular-plush-sanctuary.png,1,The Nordic Rectangular Plush Sanctuary - Pawché Luxury Pet Collection,FALSE,The Nordic Rectangular Plush Sanctuary | Pawché Luxury Dog Lifestyle,"This The Nordic Rectangular Plush Sanctuary is a singular addition to the The Sleep Suite collection, offering unparalleled style and comfort. Truly a besp...",Animals & Pet Supplies > Pet Supplies > Dog Supplies,https://www.aliexpress.us/item/3256809339079368.html,18.56,active
the-ritz-quick-dry-microfiber-spa-robe,The Ritz Quick-Dry Microfiber Spa Robe,This premium grooming tool transforms routine maintenance into a five-star sensory experience. The ultimate indulgence for the well-groomed canine who demands a radiant coat.,Pawché,,The Spa,"Pawché Luxury, Spa, Wellness, Grooming, Spa, New Arrivals",TRUE,Size,One Size,,,,,3256809902852618,0,shopify,100,continue,manual,29.99,,TRUE,TRUE,,https://tmpfiles.org/dl/wDwp6vAYSira/the-ritz-quick-dry-microfiber-spa-robe.png,1,The Ritz Quick-Dry Microfiber Spa Robe - Pawché Luxury Pet Collection,FALSE,The Ritz Quick-Dry Microfiber Spa Robe | Pawché Luxury Dog Lifestyle,This premium grooming tool transforms routine maintenance into a five-star sensory experience. The ultimate indulgence for the well-groomed canine who dema...,Animals & Pet Supplies > Pet Supplies > Dog Supplies,https://www.aliexpress.us/item/3256809902852618.html,4.34,active
the-waldorf-plush-terry-spa-bathrobe,The Waldorf Plush Terry Spa Bathrobe,This professional aromatherapy diffuser for the pet spa creates a calming environment with scents specifically formulated for the canine olfactory system. A five-star sensory experience.,Pawché,,The Spa,"Pawché Luxury, Spa, Wellness, Grooming, Spa",TRUE,Size,One Size,,,,,3256810099106052,0,shopify,100,continue,manual,29.99,,TRUE,TRUE,,https://tmpfiles.org/dl/wtwJ6LAcSl2X/the-waldorf-plush-terry-spa-bathrobe.png,1,The Waldorf Plush Terry Spa Bathrobe - Pawché Luxury Pet Collection,FALSE,The Waldorf Plush Terry Spa Bathrobe | Pawché Luxury Dog Lifestyle,This professional aromatherapy diffuser for the pet spa creates a calming environment with scents specifically formulated for the canine olfactory system....,Animals & Pet Supplies > Pet Supplies > Dog Supplies,https://www.aliexpress.us/item/3256810099106052.html,4.29,active
